record_id,field,current_value,old_value,new_value
P1999R0347,units_gross,,,16
P2006R0128,units_gross,,,16
P1996R0280,units_gross,,,16
P2003R0182,units_gross,,,18
P2004R0184,units_gross,,,18
P2005R0255,units_gross,,,18
P1998R0204,units_gross,,,18
P1999R0126,units_gross,,,18
2019R0264,units_gross,,,18
P2015R0541,units_gross,,,18
P1997R0438,units_gross,,,19
P2006R0078,units_gross,,,19
P1998R0212,units_gross,,,20
P2003R0293,units_gross,,,20
P2001R0335,units_gross,,,20
P1997R0224,units_gross,,,20
P1997R0225,units_gross,,,20
2018R0453,units_gross,,,21
P1995R0140,units_gross,,,22
P1995R0371,units_gross,,,23
P1994R0451,units_gross,,,24
P1994R0359,units_gross,,,24
P1997R0228,units_gross,,,25
P1999R0227,units_gross,,,26
P1994R0505,units_gross,,,26
P1999R0070,units_gross,,,27
P2001R0076,units_gross,,,28
P2004R0322,units_gross,,,28
P2008R0072,units_gross,,,28
P2005R0290,units_gross,,,28
P2014R0113,units_gross,,,29
P2014R0510,units_gross,,,29
P1998R0379,units_gross,,,30
P1998R0376,units_gross,,,30
P1998R0067,units_gross,,,31
P2007R0384,units_gross,,,32
P1993R0282,units_gross,,,32
P1995R0012,units_gross,,,32
P1996R0109,units_gross,,,33
P1997R0229,units_gross,,,33
P2008R0071,units_gross,,,35
P1997R0471,units_gross,,,36
P1998R0382,units_gross,,,36
P1998R0172,units_gross,,,37
P1998R0017,units_gross,,,38
P1998R0016,units_gross,,,38
P1997R0226,units_gross,,,43
P1999R0180,units_gross,,,44
P1998R0348,units_gross,,,46
P1996R0014,units_gross,,,46
P1994R0271,units_gross,,,46
P1990R0407,units_gross,,,47
P1998R0213,units_gross,,,48
P1996R0290,units_gross,,,48
P1998R0377,units_gross,,,50
P1996R0110,units_gross,,,50
P1997R0230,units_gross,,,50
P1997R0361,units_gross,,,54
P2007R0023,units_gross,,,73
P2009R0276,units_gross,,,74
P1994R0502,units_gross,,,76
P1996R0157,units_gross,,,76
P1997R0362,units_gross,,,76
P2001R0210,units_gross,,,78
P2004R0070,units_gross,,,78
P2005R0033,units_gross,,,78
P1999R0354,units_gross,,,80
P1996R0064,units_gross,,,90
P1997R0194,units_gross,,,90
P1994R0307,units_gross,,,92
P2004R0133,units_gross,,,114
P2001R0364,units_gross,,,118
P1998R0220,units_gross,,,128
P1999R0233,units_gross,,,207
P1994R0266,units_gross,,,240
2020K0501,units_gross,,,250
P2013R0555,units_gross,,,1
P2012K0047,units_gross,,,168
P2010R0157,units_gross,,,1
P2009X0213,units_gross,,,6
P2012K0103,units_gross,,,450
P2013K0559,units_gross,,,376
P2015M0320,units_gross,,,116
P2011Q0094,units_gross,,,184
P2009X0308,units_gross,,,2
P2012R0645,units_gross,,,4
P2012R0672,units_gross,,,9
P2012R0161,units_gross,,,2
P2015R0152,units_gross,,,1
2021M0103,units_gross,,,86
2021M0167,units_gross,,,70
P2014M0369,units_gross,,,567
2020M0322,units_gross,,,5
2019M0307,units_gross,,,222
P2012M0173,units_gross,,,9
2019M0317,units_gross,,,44
P2017M0265,units_gross,,,42
2018M0357,units_gross,,,125
f337c2f8993ca5fda55b932a6372bd02,units_gross,,,0
2018X0416,units_gross,,,2000
2021X0172,units_gross,,,373
2020X0452,units_gross,,,410
2020X0395,units_gross,,,1
2020K0445,units_gross,,,132
P2009K0334,units_gross,,,6
2021K0135,units_gross,,,390
4c4b2abaf62e10dc34559e5bcbd0a01d,units_gross,,,135
2018Q0489,units_gross,,,2800
2020Q0470,units_gross,,,62
P2016X0167,units_gross,542,542,474
P2009M0294,units_gross,6074,6074,5193
3d3a2dd3c6ec864f5e18cec8e03eb2a7,borough,,,2
ff4c3b3e09d4c3a0d527a5c7988242d0,borough,,,3
0ce4a0321f576ad9b397dec9358f255f,borough,,,3
100c52f92560bc161659f99b08340e9f,borough,,,2
1db4d18c803723face138966e70095d8,borough,,,3
473c582483789bb07b5837ecdb746ae4,borough,,,3
862c3d3640912f5ec6561375a03449ef,borough,,,4
9bd199e88bb8dd9b128d0d3c71b520b5,borough,,,4
defae821da6ac0b1a7610be5c7d5f484,borough,,,1
